,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.608587,0.925485,-0.241103,0.791728,0.177423,-0.28935900000000003
1_B,0.717952,-0.539625,-0.44228199999999995,-0.0152499,-0.40562,0.135606
2_B,0.08532100000000001,0.133794,0.656576,0.171742,0.0635915,0.33527199999999996
3_B,0.662971,0.376298,0.612707,-0.33350599999999997,-0.190382,0.49682
0_CI,0.0,0.0,0.0,-0.054199699999999996,-0.42239799999999994,0.48433999999999994
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.22992100000000001,0.241272,-0.313241
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.0800237,0.348896,0.327111
1_EN,0.0,0.0,0.0,0.36966,0.212561,-0.5254439999999999
2_EN,1.13619,1.04586,1.01901,0.530026,-0.572619,-0.8401360000000001
3_EN,0.0,0.0,0.0,-0.28969,-0.277949,0.418454
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.37729,0.239002,0.121278
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.290489,-0.244527,-0.037131199999999996
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.572995,-0.13475399999999998,-0.148137
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.0539944,-1.02332,0.232765
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.176396,0.44613100000000006,-0.37766500000000003
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.277649,-0.0767105,0.46345600000000003
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.320452,-0.09984860000000001,0.5027189999999999
2_EWG_2,0.0,0.0,0.0,-0.023422799999999997,0.201982,0.4624
2_EWG_3,0.0,0.0,0.0,-0.054128499999999996,0.9041819999999999,0.47104700000000005
2_EWG_4,0.0,0.0,0.0,-0.55183,0.15779100000000001,0.1926
2_EWG_5,0.0,0.0,0.0,-0.0455648,-0.353351,0.5212289999999999
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.342352,-0.329872,0.345429
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,-0.553041,0.00299981,-0.369219
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-0.41863100000000003,-0.655151,0.324293
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.245641,0.27101,0.566531
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,-0.464846,-0.515375,1.02997
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.353114,0.205186,0.162856
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,0.340861,-0.607627,0.0061606000000000005
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,0.10884,-0.17691700000000002,0.4125
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,-0.726072,0.63088,0.278518
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,0.115803,0.921798,0.231611
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,-0.622049,0.274432,-0.566774
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,-0.37792,0.5510010000000001,-0.162854
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,0.09862330000000001,-0.041542800000000005,0.5796979999999999
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,-0.33971799999999996,-0.9922,0.29902399999999996
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,-0.0501575,0.186194,-0.0499745
0_IWG,0.0,0.0,0.0,-0.0180989,0.581654,0.8897299999999999
1_IWG,1.15988,1.3044,0.58768,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,-0.6622170000000001,0.9952190000000001,-0.08377029999999999
0_PH_1,0.0,0.0,0.0,0.686934,-0.354364,0.452499
0_PH_2,0.0,0.0,0.0,0.17377,-0.0875036,0.6408149999999999
0_PH_3,0.0,0.0,0.0,-0.420918,0.201693,0.230554
0_PH_4,0.0,0.0,0.0,1.00898,-0.09019769999999999,-0.217719
0_PH_5,0.0,0.0,0.0,0.551646,0.970176,-0.8220559999999999
1_PH_0,0.0,0.0,0.0,0.44186899999999996,-0.163735,-0.187169
1_PH_1,0.0,0.0,0.0,0.337523,0.22683899999999999,0.00035977199999999996
1_PH_2,0.0,0.0,0.0,0.252606,0.233956,0.41300600000000004
1_PH_3,0.0,0.0,0.0,0.463217,0.0887936,0.127552
1_PH_4,0.0,0.0,0.0,-0.0854131,-0.208648,-0.557719
1_PH_5,0.0,0.0,0.0,0.41124799999999995,0.192469,0.0168419
2_PH_0,0.0,0.0,0.0,0.23111900000000002,0.757545,-0.386734
2_PH_1,0.0,0.0,0.0,0.16106800000000002,0.097061,0.46474099999999996
2_PH_2,0.0,0.0,0.0,0.609424,0.121149,0.23433299999999999
2_PH_3,0.0,0.0,0.0,0.453241,-0.0278659,0.289065
2_PH_4,0.0,0.0,0.0,0.65163,0.147609,-0.10426400000000001
2_PH_5,0.0,0.0,0.0,-0.0742677,-0.026110200000000004,0.50883
3_PH_0,0.0,0.0,0.0,0.00845351,0.330945,0.965203
3_PH_1,0.0,0.0,0.0,0.159023,-0.027525,0.19961500000000001
3_PH_2,0.0,0.0,0.0,-0.6394569999999999,0.170517,0.017063
3_PH_3,0.0,0.0,0.0,-0.418407,-0.019650900000000002,0.517414
3_PH_4,0.0,0.0,0.0,0.25685,0.445938,-0.35273000000000004
3_PH_5,0.0,0.0,0.0,0.07582169999999999,-0.267007,0.21505100000000002
0_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_1,0.0,0.0,0.0,0.695951,0.113239,-0.46375900000000003
0_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_3,0.0,0.0,0.0,-0.32752,0.537499,-0.17164200000000002
0_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_5,0.0,0.0,0.0,-0.015190299999999999,-0.134481,-0.0248105
1_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_1,0.0,0.0,0.0,0.184833,1.13826,0.695196
1_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_3,0.0,0.0,0.0,-0.0869148,0.00800329,0.0856846
1_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_5,0.0,0.0,0.0,-0.28573200000000004,0.732366,-0.637653
2_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_1,0.0,0.0,0.0,-0.355088,-0.167178,-0.00705347
2_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_3,0.0,0.0,0.0,-0.727532,0.0319907,0.521334
2_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_5,0.0,0.0,0.0,-0.563557,-0.0418223,0.396296
3_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_1,0.0,0.0,0.0,-0.132944,0.339979,0.120072
3_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_3,0.0,0.0,0.0,0.166077,0.545894,0.27928200000000003
3_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_5,0.0,0.0,0.0,0.22377800000000003,-0.374233,0.253083
0_ci,0.0,0.0,0.0,-0.132274,-0.418249,-0.028451999999999998
