,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.8687030000000001,0.35501,-0.453794,0.622672,0.9155120000000001,0.36735999999999996
1_B,1.07969,1.30322,0.8700889999999999,0.49401300000000004,-0.789313,1.28006
2_B,0.460874,0.725689,0.8393,-0.12992599999999999,-0.172234,0.5664640000000001
3_B,0.260135,0.496921,0.191474,-0.39321,0.0668917,-0.528003
0_CI,0.0,0.0,0.0,0.490937,-0.10133400000000001,0.17638299999999998
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.887971,0.17118599999999998,-0.192718
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,-0.347649,-0.404333,0.434408
1_EN,0.0,0.0,0.0,0.393315,-0.23139,0.294871
2_EN,1.1292200000000001,1.10512,0.268177,-0.06748660000000001,0.0399295,-0.500646
3_EN,0.0,0.0,0.0,-0.24121399999999998,-0.5257390000000001,-0.024266299999999998
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.0644108,-0.380374,0.571274
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.46556800000000004,0.40260300000000004,0.125574
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.110473,0.26245999999999997,0.049263999999999995
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.474005,-0.47267700000000007,0.0585024
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.31795300000000004,0.640817,-0.013903200000000001
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.162157,0.389837,0.383353
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.36684,0.32374,0.43484399999999995
2_EWG_2,0.0,0.0,0.0,-0.49640500000000004,0.451057,0.5804279999999999
2_EWG_3,0.0,0.0,0.0,-0.47445299999999996,0.356767,-0.11587
2_EWG_4,0.0,0.0,0.0,-0.7661180000000001,-0.0672592,0.355838
2_EWG_5,0.0,0.0,0.0,-0.109128,-0.393447,-0.46385600000000005
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,-0.146797,0.356725,1.12317
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,-0.388546,0.21101599999999998,-0.168587
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.321685,0.207862,0.26747
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.4071,-0.46607200000000004,0.271617
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.06851189999999999,0.00294906,-0.180376
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.11190599999999999,-0.402248,-0.124991
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.159485,-0.0144852,0.835408
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,-0.627169,0.28104,-0.108644
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,-0.20602800000000002,-0.525802,0.7340260000000001
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,-0.618075,0.213464,-0.906543
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,0.695974,0.0779919,0.238602
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,0.15426099999999998,0.62683,0.110952
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,-0.27626,-0.514067,0.177069
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,0.127367,0.057001300000000005,-0.238867
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,-0.42659899999999995,0.534217,-0.223915
0_IWG,0.0,0.0,0.0,-0.168321,-0.014274100000000001,0.237029
1_IWG,1.1114,1.39854,0.753069,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,-0.363213,-0.292682,0.575196
0_PH_1,0.0,0.0,0.0,-0.881698,0.38963000000000003,0.652623
0_PH_2,0.0,0.0,0.0,-0.226044,0.605295,-0.394871
0_PH_3,0.0,0.0,0.0,0.735017,-0.0281045,-0.21015599999999998
0_PH_4,0.0,0.0,0.0,0.056286300000000004,-0.029192700000000002,0.05509490000000001
0_PH_5,0.0,0.0,0.0,-0.843774,-0.727387,-0.22810500000000003
1_PH_0,0.0,0.0,0.0,0.418145,-0.41125200000000006,0.8073560000000001
1_PH_1,0.0,0.0,0.0,-0.2554,0.06402419999999999,-0.8268840000000001
