,wt1,wt2,wt3,unp1,unp2,unp3
0_B,-0.287602,-0.0668301,0.927753,0.029954500000000002,0.466854,0.294896
1_B,0.7612770000000001,0.0518518,0.7395189999999999,0.0348907,-0.22564499999999998,0.8681120000000001
2_B,0.0463218,0.263321,0.7655689999999999,-0.642748,-0.116434,-0.29035700000000003
3_B,-0.28271799999999997,-0.464708,0.626916,-0.38143699999999997,0.00363359,0.632698
0_CI,0.0,0.0,0.0,0.135967,-0.57172,0.265096
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.795647,-0.566637,0.219968
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.283496,0.134649,0.09073989999999998
1_EN,0.0,0.0,0.0,-0.6322220000000001,-0.0472212,0.143475
2_EN,0.332242,0.616807,1.5836299999999999,0.70997,0.46284200000000003,-0.129169
3_EN,0.0,0.0,0.0,-0.09409,0.328642,0.558286
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.628837,0.140853,0.655976
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,-0.11868699999999999,0.382316,-0.0118292
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,0.09083669999999999,-0.27653099999999997,0.181648
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,-0.6609,-0.271685,-0.143145
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,-0.574649,0.22430799999999998,-0.15945
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.221951,0.393833,-0.0513514
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.584371,0.20172,0.21963200000000002
2_EWG_2,0.0,0.0,0.0,0.31959699999999996,0.482696,0.185313
2_EWG_3,0.0,0.0,0.0,-0.08287689999999999,-0.360103,-0.221754
2_EWG_4,0.0,0.0,0.0,-0.09628450000000001,0.233413,-0.14593599999999998
2_EWG_5,0.0,0.0,0.0,0.186447,0.0125875,0.271698
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,-0.08844060000000001,0.663972,0.24053400000000003
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.0587837,-0.180086,-0.238407
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-0.268703,-1.0327899999999999,0.733484
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.0878104,-0.46931999999999996,-0.503733
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.9627620000000001,0.704574,0.504685
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,-0.20519600000000002,-0.26858200000000004,0.165168
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.20183399999999999,0.251836,0.102078
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
