,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.35689099999999996,-0.262706,0.611446,-0.164672,0.163167,0.23695500000000003
1_B,0.145681,0.36043400000000003,0.050755,0.0821023,-0.801726,-0.6761229999999999
2_B,0.546623,0.7145199999999999,1.35212,0.27968699999999996,0.409319,0.140646
3_B,0.527011,0.35940700000000003,-0.275584,0.61197,0.43357799999999996,0.582659
0_CI,0.0,0.0,0.0,0.24323499999999998,0.286727,0.637073
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,-0.191385,0.338049,0.10838800000000001
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.5784279999999999,-0.050727,-0.775487
1_EN,0.0,0.0,0.0,-0.274899,-0.07847489999999999,-0.0865525
2_EN,1.17035,1.6534,1.18658,-0.512105,-0.39737100000000003,-0.059181
3_EN,0.0,0.0,0.0,0.40110500000000004,0.423271,-0.369359
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.0272774,-0.503483,-0.35737199999999997
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.372156,-0.125617,0.549978
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.271117,-0.6451859999999999,-0.3521
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.611274,0.331253,-0.59319
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,-0.00289632,0.502911,-0.185316
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.346096,0.650896,-0.0785098
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,1.13455,0.476364,0.239035
2_EWG_2,0.0,0.0,0.0,-0.127237,-0.283896,-0.250146
2_EWG_3,0.0,0.0,0.0,-0.0433344,0.162212,-0.568711
2_EWG_4,0.0,0.0,0.0,0.22771599999999997,-0.014353999999999999,0.36155
2_EWG_5,0.0,0.0,0.0,0.45698199999999994,0.102036,0.26213600000000004
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.248558,0.347244,-0.340534
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.465308,0.665085,0.15516300000000002
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.612991,-0.412995,0.481442
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
