,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.726298,-0.15368099999999998,0.364691,0.553918,-0.159398,0.3187
1_B,0.598132,0.476721,0.278212,0.332808,-0.0445982,0.583658
2_B,0.845301,0.524848,0.294106,0.524659,0.404729,0.133399
3_B,0.5352680000000001,0.6668810000000001,0.303528,0.07623989999999999,-0.19503900000000002,0.0178399
0_CI,0.0,0.0,0.0,0.195973,-0.09054989999999999,-0.72464
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.0496523,0.104244,0.426094
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,-1.09477,-0.488782,-0.46344300000000005
1_EN,0.0,0.0,0.0,-0.107992,0.138388,0.762804
2_EN,1.57406,1.0819,0.803761,0.755127,0.0019125999999999998,0.6348090000000001
3_EN,0.0,0.0,0.0,0.052920400000000006,-0.0487165,-0.504582
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.155697,0.257884,-0.741251
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.603272,-0.545503,-0.0746752
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.357645,-0.530421,-0.527062
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.0664159,0.491982,-0.5275529999999999
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.0210365,-0.40224,-0.0954348
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.677239,-0.618079,-0.277677
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.0436974,-0.1643,-0.0363666
2_EWG_2,0.0,0.0,0.0,0.82421,-0.7334149999999999,-0.104038
2_EWG_3,0.0,0.0,0.0,-0.027156599999999996,-0.041502199999999996,-0.45497
2_EWG_4,0.0,0.0,0.0,0.259221,-0.0718256,0.195216
2_EWG_5,0.0,0.0,0.0,0.48565600000000003,0.375076,0.309721
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,-0.0654592,0.377141,0.23132199999999997
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,1.04657,0.5609350000000001,0.468686
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.571148,-0.30198800000000003,0.262489
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.0268337,-0.153905,0.232521
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.233366,-0.089503,0.5110239999999999
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.0767153,0.15119000000000002,0.0352952
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,0.445675,0.09888739999999999,-0.644043
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,0.241896,-0.507682,0.45427
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
