,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.35501,0.638442,0.9084969999999999,0.9155120000000001,0.418488,-0.113079
1_B,1.30322,-0.070884,0.47847,-0.789313,-0.21058400000000002,-0.173482
2_B,0.725689,0.626592,0.50041,-0.172234,0.223453,0.873763
3_B,0.496921,0.47449600000000003,1.31505,0.0668917,0.37459699999999996,0.636099
0_CI,0.0,0.0,0.0,-0.10133400000000001,0.46598,0.39803299999999997
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.17118599999999998,0.372291,0.0381985
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,-0.404333,0.154245,-0.39303499999999997
1_EN,0.0,0.0,0.0,-0.23139,0.729742,-0.0561769
2_EN,1.10512,0.380712,0.721441,0.0399295,-0.342197,-0.08575269999999999
3_EN,0.0,0.0,0.0,-0.5257390000000001,-0.0156255,0.22566999999999998
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.380374,-0.358164,0.812844
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.40260300000000004,0.45917299999999994,0.42966400000000005
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,0.26245999999999997,0.0446555,0.398862
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,-0.47267700000000007,0.08791560000000001,0.173845
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.640817,0.416808,-0.811737
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.389837,-0.172469,0.140214
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.32374,-0.248919,0.335239
2_EWG_2,0.0,0.0,0.0,0.451057,0.169274,-1.15546
2_EWG_3,0.0,0.0,0.0,0.356767,0.447942,0.20635900000000001
2_EWG_4,0.0,0.0,0.0,-0.0672592,-0.395455,-0.34418899999999997
2_EWG_5,0.0,0.0,0.0,-0.393447,-0.0241792,-0.0670397
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.356725,-0.0669177,0.468341
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.21101599999999998,0.0428548,0.296767
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.207862,0.45716899999999994,0.323979
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.46607200000000004,0.323411,-0.188913
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.00294906,0.344273,0.0333059
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,-0.402248,-0.33400599999999997,-0.165348
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.0144852,-0.012267,-0.0512141
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,0.28104,-0.06147919999999999,-0.0308538
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,-0.525802,-0.265727,-0.31777
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,0.213464,0.272242,-0.45658699999999997
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,0.0779919,0.449513,-0.062468100000000006
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,0.62683,0.358401,0.54903
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,-0.514067,-0.803135,-0.727947
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,0.057001300000000005,0.568555,-0.0663295
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,0.534217,0.140037,-0.6127640000000001
0_IWG,0.0,0.0,0.0,-0.014274100000000001,-0.28880700000000004,-0.262465
1_IWG,1.39854,1.9136099999999998,0.49620200000000003,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,-0.292682,1.40068,0.131106
0_PH_1,0.0,0.0,0.0,0.38963000000000003,0.403498,-1.06901
0_PH_2,0.0,0.0,0.0,0.605295,0.171443,-0.0815694
0_PH_3,0.0,0.0,0.0,-0.0281045,-0.305176,-0.14724600000000002
0_PH_4,0.0,0.0,0.0,-0.029192700000000002,0.342001,0.786341
0_PH_5,0.0,0.0,0.0,-0.727387,0.10971600000000001,0.00549721
1_PH_0,0.0,0.0,0.0,-0.41125200000000006,0.0620244,0.19433699999999998
1_PH_1,0.0,0.0,0.0,0.06402419999999999,0.384858,0.030501099999999996
1_PH_2,0.0,0.0,0.0,0.39999,0.207486,0.398532
1_PH_3,0.0,0.0,0.0,0.095404,-0.878611,-0.8599610000000001
1_PH_4,0.0,0.0,0.0,-0.471174,-0.319497,0.468693
1_PH_5,0.0,0.0,0.0,0.288889,-0.202684,0.00415497
2_PH_0,0.0,0.0,0.0,0.230388,0.06681210000000001,-0.0916773
2_PH_1,0.0,0.0,0.0,0.298545,0.37337800000000004,-0.3505
2_PH_2,0.0,0.0,0.0,-0.498176,0.193406,0.00979289
2_PH_3,0.0,0.0,0.0,0.37549299999999997,-0.07219010000000001,-0.30019
2_PH_4,0.0,0.0,0.0,-0.227671,-0.0174355,-0.199142
2_PH_5,0.0,0.0,0.0,0.488695,0.379877,-0.599698
3_PH_0,0.0,0.0,0.0,0.03498180000000001,0.0998247,1.056
3_PH_1,0.0,0.0,0.0,0.7184560000000001,0.441698,-0.494462
3_PH_2,0.0,0.0,0.0,-0.030883499999999998,0.016195400000000002,0.12848099999999998
3_PH_3,0.0,0.0,0.0,0.402598,0.5179229999999999,0.112956
3_PH_4,0.0,0.0,0.0,-0.269204,-0.918608,-0.33174699999999996
3_PH_5,0.0,0.0,0.0,0.0241314,0.42857,0.440162
0_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_1,0.0,0.0,0.0,0.11280599999999999,0.126576,0.101078
0_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_3,0.0,0.0,0.0,-0.295861,-0.408354,-0.107084
0_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_5,0.0,0.0,0.0,-0.10655899999999999,0.00282288,1.26731
1_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_1,0.0,0.0,0.0,-0.6362220000000001,0.735584,-0.8596010000000001
1_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_3,0.0,0.0,0.0,-0.058744000000000005,0.204198,-0.07938869999999999
1_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_5,0.0,0.0,0.0,0.122947,-0.203203,0.041999199999999993
2_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_1,0.0,0.0,0.0,-0.158549,-0.244932,-0.322376
2_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_3,0.0,0.0,0.0,-0.554562,-0.388488,-0.221573
2_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_5,0.0,0.0,0.0,0.5442520000000001,-0.0554611,0.604241
3_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_1,0.0,0.0,0.0,0.6400020000000001,0.130853,-0.660119
3_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_3,0.0,0.0,0.0,0.221175,-0.961799,-0.033777800000000004
3_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_5,0.0,0.0,0.0,0.41371899999999995,0.645001,0.60995
0_ci,0.0,0.0,0.0,0.0802192,0.793466,-0.312846
