,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.40731999999999996,0.00606624,0.611446,0.366346,-0.355985,0.23695500000000003
1_B,0.195077,0.850297,0.050755,-0.23860599999999998,0.5670930000000001,-0.6761229999999999
2_B,0.19025799999999998,0.505678,1.35212,0.466996,0.10962999999999999,0.140646
3_B,-0.129608,1.36458,-0.275584,0.020042400000000002,0.358518,0.582659
0_CI,0.0,0.0,0.0,-0.07220039999999998,-0.109947,0.637073
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.551132,-0.0176431,0.10838800000000001
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.9902290000000001,-0.403269,-0.775487
1_EN,0.0,0.0,0.0,0.23208099999999998,0.152774,-0.0865525
2_EN,0.998066,0.780217,1.18658,-0.21893,0.181456,-0.059181
3_EN,0.0,0.0,0.0,0.22100999999999998,0.7770520000000001,-0.369359
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.333486,0.34865100000000004,-0.35737199999999997
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,-0.067883,-0.5510390000000001,0.549978
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,0.373431,-0.133049,-0.3521
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,-0.12986,0.25406,-0.59319
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.223556,0.333208,-0.185316
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.183975,0.36538000000000004,-0.0785098
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.0428089,0.32398699999999997,0.239035
2_EWG_2,0.0,0.0,0.0,0.479891,0.188709,-0.250146
2_EWG_3,0.0,0.0,0.0,-0.472271,-0.28257899999999997,-0.568711
2_EWG_4,0.0,0.0,0.0,0.5976899999999999,-0.324412,0.36155
2_EWG_5,0.0,0.0,0.0,-0.19993699999999998,-0.0456858,0.26213600000000004
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,-0.45557,0.6615989999999999,-0.340534
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.343649,0.264465,0.15516300000000002
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-0.0625097,-0.380227,0.481442
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.21015599999999998,0.09012239999999999,0.0664308
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,-0.299293,0.28182399999999996,-0.152875
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.906309,-0.0106124,0.676614
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,0.0565549,-0.604719,0.0337706
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,-0.251875,-0.49508500000000005,0.07253989999999999
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,-0.308082,1.51986,-0.201099
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,-0.0552688,-0.144494,-0.697336
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,0.5234489999999999,-0.317335,0.506196
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,0.301247,-0.0229891,-0.250377
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,-0.165393,0.0196349,-0.303637
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,0.231598,0.5490470000000001,-0.31914899999999996
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,-0.00596301,-0.585071,0.117275
0_IWG,0.0,0.0,0.0,0.0879496,0.507137,0.287792
1_IWG,1.1461700000000001,0.856892,1.1520700000000001,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,-0.042494,0.8899799999999999,0.811132
0_PH_1,0.0,0.0,0.0,0.16137200000000002,-0.0461417,-0.203377
0_PH_2,0.0,0.0,0.0,-0.035726999999999995,-0.493733,-0.32327100000000003
0_PH_3,0.0,0.0,0.0,0.668043,0.229969,0.153774
0_PH_4,0.0,0.0,0.0,-0.259759,0.0739097,-0.182221
0_PH_5,0.0,0.0,0.0,-0.146522,-0.104375,0.476714
1_PH_0,0.0,0.0,0.0,-1.07091,0.509472,-0.219009
1_PH_1,0.0,0.0,0.0,0.21568400000000001,0.370521,0.31851
1_PH_2,0.0,0.0,0.0,0.43691199999999997,0.735927,0.156755
1_PH_3,0.0,0.0,0.0,-0.238225,0.370935,-0.5951489999999999
1_PH_4,0.0,0.0,0.0,0.541011,0.618963,0.560109
1_PH_5,0.0,0.0,0.0,-0.612657,0.18391,-0.819369
2_PH_0,0.0,0.0,0.0,-0.031117900000000004,0.6611100000000001,0.411945
2_PH_1,0.0,0.0,0.0,0.32702600000000004,-0.062380399999999996,0.08754450000000001
2_PH_2,0.0,0.0,0.0,0.181178,-0.420049,0.105831
2_PH_3,0.0,0.0,0.0,0.502149,-0.060137800000000005,-0.568655
2_PH_4,0.0,0.0,0.0,0.430384,0.13936800000000002,0.343798
2_PH_5,0.0,0.0,0.0,0.0912796,-0.148918,0.235192
3_PH_0,0.0,0.0,0.0,0.554763,-0.163182,-0.0679775
3_PH_1,0.0,0.0,0.0,-0.28276999999999997,0.058508199999999996,0.8783639999999999
3_PH_2,0.0,0.0,0.0,0.097968,0.702784,0.237641
3_PH_3,0.0,0.0,0.0,0.0836624,-0.38845999999999997,0.729514
3_PH_4,0.0,0.0,0.0,0.638108,0.091515,-0.313121
3_PH_5,0.0,0.0,0.0,0.166408,-0.0823385,0.428001
0_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_1,0.0,0.0,0.0,-0.32018,0.40582399999999996,0.61357
0_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_3,0.0,0.0,0.0,0.5259119999999999,-0.20458199999999999,0.868985
0_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_5,0.0,0.0,0.0,-0.045912800000000004,-0.0400441,0.518644
1_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_1,0.0,0.0,0.0,-0.210486,-0.171344,-0.457516
1_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_3,0.0,0.0,0.0,0.274584,-0.286979,0.372373
1_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_5,0.0,0.0,0.0,0.06149119999999999,-0.262667,0.507158
2_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_1,0.0,0.0,0.0,0.6105659999999999,0.036331699999999995,-0.335744
2_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_3,0.0,0.0,0.0,-0.7197,-0.145989,0.016961900000000002
2_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_5,0.0,0.0,0.0,0.731809,-0.147482,-0.0315195
3_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_1,0.0,0.0,0.0,-0.412455,0.0622998,-0.46029899999999996
3_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_3,0.0,0.0,0.0,-0.112265,0.275548,0.22757399999999997
