,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.790751,-0.286173,0.459815,0.5699350000000001,0.130098,0.285238
1_B,0.259739,0.40987700000000005,0.36947399999999997,0.112666,0.18798399999999998,0.32508899999999996
2_B,0.21767199999999998,0.454492,1.0337,0.527165,0.700001,0.990978
3_B,0.39465,0.6907260000000001,0.680447,-0.273538,0.314348,1.03167
0_CI,0.0,0.0,0.0,0.176939,-0.53091,0.096926
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.438863,-0.314758,0.185165
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.0529393,-0.101492,0.068012
1_EN,0.0,0.0,0.0,-0.22191799999999998,-0.738761,0.774771
2_EN,0.285719,1.17527,0.262947,0.10880699999999999,0.320511,-0.011818200000000001
3_EN,0.0,0.0,0.0,0.208048,-0.35428699999999996,0.29681
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.48357799999999995,0.32879400000000003,0.6605409999999999
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.192599,-0.0958096,0.804717
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.26815900000000004,0.12154000000000001,-0.183935
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,-0.0217415,0.258275,0.324675
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,-0.767575,-0.211409,0.55485
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.06544630000000001,0.183574,0.508103
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.178069,0.785625,0.152068
2_EWG_2,0.0,0.0,0.0,0.761911,0.41796700000000003,0.453617
2_EWG_3,0.0,0.0,0.0,-0.0548361,-0.14588099999999998,-0.177993
2_EWG_4,0.0,0.0,0.0,0.023327599999999997,0.193492,-0.752424
2_EWG_5,0.0,0.0,0.0,1.13646,-0.173523,0.44387600000000005
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,-0.06721039999999999,0.087997,0.683776
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.42982600000000004,-0.059326699999999996,0.301168
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.06292880000000001,-0.086921,-0.00170069
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,0.308526,0.327214,0.278229
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.32672399999999996,-0.07846130000000001,1.09023
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,-0.44132899999999997,-0.562033,0.32868200000000003
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,0.431259,0.27460100000000004,0.297154
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,-0.21460300000000002,-0.25914,-0.221914
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
