,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.454113,0.373915,0.727445,0.389494,-0.6486689999999999,0.529562
1_B,1.43956,0.500834,0.834615,0.240159,-0.39169699999999996,0.31835
2_B,1.25692,0.817203,0.00115907,-0.5060520000000001,-0.136053,0.276542
3_B,0.325908,0.370411,-0.05014280000000001,0.39326500000000003,0.11670599999999999,0.8474450000000001
0_CI,0.0,0.0,0.0,0.377434,-0.34198,0.790284
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.12676300000000001,1.12723,-1.1586100000000001
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.9297219999999999,-0.00957961,-0.313753
1_EN,0.0,0.0,0.0,0.00662312,-0.256255,0.32868600000000003
2_EN,1.1073899999999999,0.769546,0.720875,0.18355,-0.093585,-0.97559
3_EN,0.0,0.0,0.0,-0.599596,0.44578,-0.24085399999999998
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.5074930000000001,0.25805300000000003,0.0685534
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,-0.661862,0.163846,0.35433899999999996
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.464343,-0.152539,0.023198
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,-0.38263600000000003,-0.34985900000000003,0.057473300000000005
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.0161624,-0.07829989999999999,0.45806199999999997
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.0385936,0.537451,-0.08583769999999999
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.248232,-0.536425,-0.66933
2_EWG_2,0.0,0.0,0.0,0.0465825,-0.58006,0.511944
2_EWG_3,0.0,0.0,0.0,0.12408800000000002,-0.402334,-0.516628
2_EWG_4,0.0,0.0,0.0,-0.426863,0.142173,0.279976
2_EWG_5,0.0,0.0,0.0,0.00211937,0.36549699999999996,-0.11336099999999999
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.279931,0.750199,-0.0570258
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.43026000000000003,0.309815,0.0649749
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.40020100000000003,-0.16842200000000002,-0.21336999999999998
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.729422,-0.0825038,0.304964
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,-0.07312360000000001,-0.0908683,0.49900200000000006
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
