,wt1,wt2,wt3,unp1,unp2,unp3
0_B,-0.073554,-0.15368099999999998,-0.286173,-0.411263,-0.159398,0.130098
1_B,1.00468,0.476721,0.40987700000000005,0.0445306,-0.0445982,0.18798399999999998
2_B,1.05024,0.524848,0.454492,-0.30540700000000004,0.404729,0.700001
3_B,-0.140378,0.6668810000000001,0.6907260000000001,-0.132497,-0.19503900000000002,0.314348
0_CI,0.0,0.0,0.0,0.0832034,-0.09054989999999999,-0.53091
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.18746600000000002,0.104244,-0.314758
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.602508,-0.488782,-0.101492
1_EN,0.0,0.0,0.0,0.252779,0.138388,-0.738761
2_EN,0.650203,1.0819,1.17527,0.628135,0.0019125999999999998,0.320511
3_EN,0.0,0.0,0.0,0.768127,-0.0487165,-0.35428699999999996
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.138771,0.257884,0.32879400000000003
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.277118,-0.545503,-0.0958096
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.13988699999999998,-0.530421,0.12154000000000001
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.759308,0.491982,0.258275
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.095765,-0.40224,-0.211409
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.221741,-0.618079,0.183574
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.200775,-0.1643,0.785625
2_EWG_2,0.0,0.0,0.0,-0.48829399999999995,-0.7334149999999999,0.41796700000000003
2_EWG_3,0.0,0.0,0.0,-0.0138964,-0.041502199999999996,-0.14588099999999998
2_EWG_4,0.0,0.0,0.0,0.16554100000000002,-0.0718256,0.193492
2_EWG_5,0.0,0.0,0.0,-0.373299,0.375076,-0.173523
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.0216169,0.377141,0.087997
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.171346,0.5609350000000001,-0.059326699999999996
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-0.39571,-0.30198800000000003,-0.086921
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,0.344769,-0.153905,0.327214
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,-0.7853829999999999,-0.089503,-0.07846130000000001
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.582673,0.15119000000000002,-0.562033
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.597688,0.09888739999999999,0.27460100000000004
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,-0.248198,-0.507682,-0.25914
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,0.319922,-0.48418500000000003,-0.102628
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,0.30599,0.257711,1.15196
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,-0.202975,-0.245114,-0.00772574
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,1.02465,0.252212,-0.577083
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,-0.479537,-0.125899,-0.0354926
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,-0.40434200000000003,0.24163,-0.634826
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,0.347028,0.383617,0.365272
0_IWG,0.0,0.0,0.0,-0.73745,0.196759,1.06752
1_IWG,1.6886700000000001,1.1246,1.48015,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,-0.550764,0.041022699999999995,-0.46181400000000006
0_PH_1,0.0,0.0,0.0,0.531025,0.48084,0.268592
0_PH_2,0.0,0.0,0.0,0.10646300000000002,0.0713426,0.760936
0_PH_3,0.0,0.0,0.0,0.110698,0.0984105,0.111881
0_PH_4,0.0,0.0,0.0,0.340975,0.12415699999999999,0.124803
0_PH_5,0.0,0.0,0.0,-0.06457869999999999,1.34285,0.805067
1_PH_0,0.0,0.0,0.0,0.0885284,0.35461,0.149175
1_PH_1,0.0,0.0,0.0,-0.26556,0.413728,0.638442
1_PH_2,0.0,0.0,0.0,0.937074,-0.0728577,0.412261
1_PH_3,0.0,0.0,0.0,0.224475,-0.33936,0.327896
1_PH_4,0.0,0.0,0.0,0.41466499999999995,-0.22936199999999998,0.336459
1_PH_5,0.0,0.0,0.0,0.495567,0.452401,-0.270372
2_PH_0,0.0,0.0,0.0,-0.421163,0.199405,0.312027
2_PH_1,0.0,0.0,0.0,0.445431,0.0787526,-0.5808939999999999
2_PH_2,0.0,0.0,0.0,0.625629,0.612062,0.796438
2_PH_3,0.0,0.0,0.0,0.283026,0.0375968,-0.201742
2_PH_4,0.0,0.0,0.0,-0.240587,0.328445,-0.258232
2_PH_5,0.0,0.0,0.0,-0.541197,-0.29120799999999997,0.682846
3_PH_0,0.0,0.0,0.0,-1.06908,0.400619,-0.00325318
3_PH_1,0.0,0.0,0.0,-0.0245482,0.0644494,0.160962
3_PH_2,0.0,0.0,0.0,0.289966,-0.0312091,-0.693603
3_PH_3,0.0,0.0,0.0,0.271298,-0.155972,0.609066
3_PH_4,0.0,0.0,0.0,-0.24436100000000002,0.27986700000000003,-0.53755
3_PH_5,0.0,0.0,0.0,-0.0065907,-0.649861,0.00908612
0_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_1,0.0,0.0,0.0,0.47383400000000003,0.41233800000000004,-0.6253489999999999
0_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_3,0.0,0.0,0.0,0.44831099999999996,0.15598199999999998,0.278198
0_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_5,0.0,0.0,0.0,0.8246370000000001,1.00193,0.308303
1_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_1,0.0,0.0,0.0,-0.369242,0.716973,-0.58153
1_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_3,0.0,0.0,0.0,-0.33262800000000003,0.288876,-0.363628
1_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_5,0.0,0.0,0.0,0.7782479999999999,0.0693025,0.309244
2_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_1,0.0,0.0,0.0,-0.36028000000000004,-0.0770878,0.271852
2_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_3,0.0,0.0,0.0,-0.143393,0.0327936,0.19301
2_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_5,0.0,0.0,0.0,0.16753900000000002,-0.0028118,-0.655914
3_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_1,0.0,0.0,0.0,-0.155617,-0.17080499999999998,0.37064899999999995
3_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_3,0.0,0.0,0.0,-0.0747715,-0.023885,-0.0799836
3_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_5,0.0,0.0,0.0,-0.390291,0.12014000000000001,-0.49040200000000006
0_ci,0.0,0.0,0.0,-0.261323,0.541647,0.487338
1_ci,0.0,0.0,0.0,-0.42963500000000004,-0.111322,0.000829207
2_ci,0.0,0.0,0.0,-0.209709,0.634092,0.964408
3_ci,0.0,0.0,0.0,-0.372411,-0.246448,-0.0995369
0_en,0.0,0.0,0.0,-0.108726,-0.18576600000000001,0.0683271
1_en,0.0,0.0,0.0,-0.412026,0.21835500000000002,-0.117809
2_en,1.06302,1.2148299999999999,1.57125,-0.10987899999999999,0.15976600000000002,0.9980530000000001
3_en,0.0,0.0,0.0,-0.128156,0.575016,-0.357178
0_hh,0.0,0.0,0.0,-0.382013,0.0580852,0.5466949999999999
1_hh,0.0,0.0,0.0,0.24329699999999999,0.601917,0.22887399999999997
2_hh,0.0,0.0,0.0,0.17661400000000002,-0.131518,0.539708
3_hh,0.0,0.0,0.0,-0.190437,0.6527729999999999,0.603947
0_ptc,0.0,0.0,0.0,0.15,0.15,0.15
1_ptc,0.0,0.0,0.0,-0.409179,-0.437946,0.38577
2_ptc,0.0,0.0,0.0,-0.051225400000000004,-0.507958,0.43537700000000007
3_ptc,0.0,0.0,0.0,0.05,0.05,0.05
0_wg,0.0,0.0,0.0,-0.0923192,0.375929,0.481008
1_wg,1.10453,0.822768,1.52611,-0.077014,0.21440700000000001,0.670342
2_wg,0.0,0.0,0.0,0.280102,0.4594,-0.09560260000000001
3_wg,0.0,0.0,0.0,0.196914,-0.685117,-0.209331
