,wt1,wt2,wt3,unp1,unp2,unp3
0_B,-0.044605900000000004,0.6628109999999999,0.692932,-0.17011600000000002,0.335332,0.226023
1_B,0.799405,0.814248,0.606691,-0.035861199999999996,-0.415264,-0.16834000000000002
2_B,-0.0345664,-0.760084,0.819152,0.36746599999999996,-0.468524,0.269173
3_B,-0.141294,0.286473,0.531339,0.10221799999999999,0.26905100000000004,0.37295100000000003
0_CI,0.0,0.0,0.0,1.0008,0.3969,-0.162774
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,-0.229476,-0.603792,0.722688
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,-0.21805100000000002,-0.206184,-0.38454499999999997
1_EN,0.0,0.0,0.0,0.0101775,-0.0316353,-0.146634
2_EN,1.18391,1.11716,1.36958,0.597125,0.0234983,0.012791799999999999
3_EN,0.0,0.0,0.0,0.37217100000000003,-0.463107,-1.08251
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.499716,0.0444826,-0.220577
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,-0.07434489999999999,0.756568,0.170622
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,0.185825,-0.35884699999999997,1.12362
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.0823941,0.358442,0.097006
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.12418199999999999,-0.0799395,0.809948
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.0170794,-0.803559,-0.162553
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.447589,0.492364,-0.0881477
2_EWG_2,0.0,0.0,0.0,0.42423999999999995,-0.37751999999999997,-0.43522799999999995
2_EWG_3,0.0,0.0,0.0,-0.44711899999999993,0.39309099999999997,0.27370500000000003
2_EWG_4,0.0,0.0,0.0,-0.212277,0.086028,-0.41971800000000004
2_EWG_5,0.0,0.0,0.0,0.171199,-0.5868939999999999,0.159624
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.513463,0.086309,0.018906799999999998
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,-0.41400699999999996,0.8383379999999999,0.822615
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.230121,0.132748,-0.0689005
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,0.595529,0.35668099999999997,0.571021
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.598589,-0.24235900000000002,1.2029100000000001
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.992295,0.0444937,0.515777
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.16233399999999998,0.128653,-0.916899
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,-0.45862700000000006,-0.927486,0.392703
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,0.237315,0.21258400000000002,-0.21744000000000002
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
