,wt1,wt2,wt3,unp1,unp2,unp3
0_B,-0.0668301,0.505202,-0.036658699999999995,0.466854,-0.215054,0.225167
1_B,0.0518518,-0.7711899999999999,0.5552819999999999,-0.22564499999999998,0.669037,0.28289699999999995
2_B,0.263321,0.824628,0.068729,-0.116434,0.107953,-0.474239
3_B,-0.464708,0.6541600000000001,0.932333,0.00363359,-0.311168,0.10347
0_CI,0.0,0.0,0.0,-0.57172,0.21389299999999997,0.702567
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,-0.566637,-0.7038939999999999,-0.215288
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.134649,-0.26692899999999997,0.159935
1_EN,0.0,0.0,0.0,-0.0472212,0.11215499999999999,-0.07908899999999999
2_EN,0.616807,1.12904,0.5798770000000001,0.46284200000000003,0.919006,0.38466999999999996
3_EN,0.0,0.0,0.0,0.328642,0.0177572,0.8336899999999999
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.140853,-0.426834,0.623315
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.382316,0.196829,0.258468
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.27653099999999997,0.138073,-0.029908999999999998
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,-0.271685,-0.571705,-0.21667600000000004
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,0.22430799999999998,0.29998800000000003,-0.025372
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,0.393833,-0.776837,0.434335
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.20172,0.282379,0.38403000000000004
2_EWG_2,0.0,0.0,0.0,0.482696,-0.262545,0.19298099999999999
2_EWG_3,0.0,0.0,0.0,-0.360103,-0.0120956,-0.058556399999999995
2_EWG_4,0.0,0.0,0.0,0.233413,0.215504,0.602934
2_EWG_5,0.0,0.0,0.0,0.0125875,-0.0915186,0.179506
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.663972,-0.894115,-0.32776
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,-0.180086,0.31099499999999997,-0.433121
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-1.0327899999999999,0.303541,-0.153137
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.46931999999999996,0.7142,0.0345746
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.704574,-0.5968220000000001,0.9365030000000001
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,-0.26858200000000004,-0.306856,-0.155601
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,0.251836,-0.0880047,0.329523
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,-0.746766,-0.42603100000000005,0.21214
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,-1.0136,0.200399,0.40146
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,0.200414,-0.533827,-0.0795104
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,-0.670733,0.349876,0.218928
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,-0.014282900000000001,0.22014499999999998,0.466924
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,0.00247711,0.022742599999999998,-0.746552
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,0.23933800000000002,-0.261999,-0.017642500000000002
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,0.301066,0.00565808,-0.35161
0_IWG,0.0,0.0,0.0,-0.0784676,0.756109,-0.416862
1_IWG,0.617899,0.648987,0.705882,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,0.165702,-0.06951639999999999,0.360925
0_PH_1,0.0,0.0,0.0,0.10588800000000001,-0.15576500000000001,0.353844
0_PH_2,0.0,0.0,0.0,-0.0722385,0.0117358,0.283172
0_PH_3,0.0,0.0,0.0,0.248744,0.0430157,-0.20191199999999998
0_PH_4,0.0,0.0,0.0,0.405199,0.10800599999999999,0.125409
0_PH_5,0.0,0.0,0.0,0.303043,0.0552457,0.680366
1_PH_0,0.0,0.0,0.0,-0.0247262,-0.254817,-0.0372926
1_PH_1,0.0,0.0,0.0,0.780173,-0.010409100000000001,0.135607
1_PH_2,0.0,0.0,0.0,-0.392509,0.29999000000000003,0.31504
1_PH_3,0.0,0.0,0.0,0.6347649999999999,0.46519799999999994,0.6062390000000001
1_PH_4,0.0,0.0,0.0,-0.08559510000000001,0.0563245,0.45231499999999997
1_PH_5,0.0,0.0,0.0,0.18087999999999999,-0.457574,-0.22357600000000002
2_PH_0,0.0,0.0,0.0,0.224313,-0.14244500000000002,0.138473
2_PH_1,0.0,0.0,0.0,0.0612362,-0.0997127,-0.46866599999999997
2_PH_2,0.0,0.0,0.0,-0.24918600000000002,0.43404799999999993,0.597352
2_PH_3,0.0,0.0,0.0,-0.269175,-0.36883499999999997,0.144205
2_PH_4,0.0,0.0,0.0,0.07083930000000001,0.417156,0.301081
2_PH_5,0.0,0.0,0.0,-0.424125,0.348252,0.9010819999999999
3_PH_0,0.0,0.0,0.0,0.17744300000000002,0.187137,0.370626
3_PH_1,0.0,0.0,0.0,-0.42068900000000004,0.126047,-0.373175
3_PH_2,0.0,0.0,0.0,-0.137913,-0.00596825,0.8742969999999999
3_PH_3,0.0,0.0,0.0,-0.0835832,0.17919300000000002,-0.773227
3_PH_4,0.0,0.0,0.0,-0.0317908,-0.450571,0.306161
3_PH_5,0.0,0.0,0.0,0.391762,-0.13609300000000002,-0.19211
0_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_1,0.0,0.0,0.0,-0.33369499999999996,-1.46137,-0.291929
0_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_3,0.0,0.0,0.0,0.430112,-0.6450359999999999,-0.746734
0_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_5,0.0,0.0,0.0,-0.400125,-0.39084,0.385833
1_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_1,0.0,0.0,0.0,0.330042,-0.25224,0.00609261
1_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
